MSOA_code,LowFruit ,LowFruitLCI,LowFruitUCI,LowVeg,LowVegLCI,LowVegUCI,LowFV,LowFVLCI,LowFVUCI,HighSSB,HighSSBLCI,HighSSBUCI
E02001204,53.08152553,47.44,59.18,16.08759725,10.37,24.91,6.16449212,2.79,13.35,11.8808318,5.57,23.61
E02001205,55.11703924,49.48,61.14,17.47939139,11.34,26.82,6.883055344,3.13,14.77,12.8567601,6.06,25.27
E02001206,50.19025012,44.56,56.35,15.36734768,9.88,23.91,5.765556478,2.6,12.55,9.2904512,4.29,19.01
E02001207,49.08358204,43.47,55.26,14.30667801,9.16,22.41,5.203329211,2.34,11.4,9.9162083,4.59,20.15
E02001208,52.99184605,47.35,59.09,16.37065385,10.57,25.3,6.282071712,2.85,13.58,11.6597379,5.46,23.23
E02001209,54.10991288,48.47,60.17,16.76093327,10.84,25.84,6.515901867,2.96,14.05,12.3914618,5.83,24.48
E02001210,56.34410825,50.73,62.32,19.12809054,12.49,29.04,7.858737423,3.59,16.67,11.3975167,5.33,22.77
E02001211,48.93914382,43.33,55.12,14.17399211,9.07,22.23,5.127059643,2.31,11.25,9.4968231,4.39,19.39
E02001212,62.49776789,57.07,68.11,22.37697398,14.82,33.28,9.672311773,4.47,20.07,13.6877314,6.49,26.66
E02001213,51.13947347,45.5,57.29,15.14202794,9.72,23.59,5.644638068,2.55,12.3,10.810957,5.03,21.74
E02001214,50.70573357,45.07,56.86,15.59869583,10.04,24.23,5.927820956,2.68,12.87,9.521178,4.4,19.43
E02001215,48.82070844,43.21,55,14.84937681,9.52,23.18,5.481848866,2.47,11.97,8.5146892,3.91,17.58
E02001216,48.52187345,42.92,54.71,13.89424967,8.88,21.83,4.984905269,2.24,10.96,9.3687769,4.33,19.15
E02001217,52.7943162,47.15,58.9,16.42957311,10.61,25.38,6.274649761,2.84,13.57,11.6957357,5.48,23.29
E02001218,48.86680616,43.26,55.05,14.34049943,9.18,22.46,5.226276743,2.35,11.45,9.0361518,4.16,18.55
E02001219,47.17810308,41.6,53.37,13.44810618,8.57,21.19,4.707617698,2.11,10.38,9.0727772,4.18,18.61
E02001220,49.99884117,44.37,56.17,14.85525844,9.53,23.19,5.516333797,2.49,12.04,9.7601319,4.52,19.87
E02001221,47.65872586,42.07,53.85,13.68346657,8.73,21.53,4.853795221,2.18,10.69,9.1994777,4.24,18.85
E02001222,48.47720098,42.87,54.66,14.04554324,8.98,22.04,5.034092038,2.26,11.06,9.9173974,4.59,20.15
E02001223,47.21429698,41.64,53.4,13.53335449,8.63,21.31,4.754363276,2.14,10.48,8.3795756,3.85,17.33
E02001224,45.86038402,40.32,52.05,13.22222987,8.42,20.86,4.561801291,2.05,10.08,7.6335007,3.49,15.93
E02001225,48.77520004,43.17,54.96,14.18239191,9.07,22.24,5.129691828,2.31,11.25,9.3781022,4.33,19.17
E02001226,51.02925574,45.39,57.18,15.1351229,9.72,23.58,5.658840878,2.55,12.33,11.0836844,5.17,22.22
E02001227,46.82033119,41.26,53.01,13.31685891,8.49,21,4.639570395,2.08,10.24,8.2761221,3.8,17.14
E02001228,46.89081463,41.32,53.08,13.47567904,8.59,21.23,4.727823302,2.12,10.42,8.0776025,3.7,16.76
E02001229,51.82405048,46.18,57.96,15.58867109,10.03,24.22,5.889892569,2.66,12.8,10.9413974,5.1,21.97
E02001230,50.02936587,44.4,56.2,15.04733874,9.66,23.46,5.630319478,2.54,12.27,10.2238492,4.74,20.7
E02001231,54.8178198,49.18,60.86,17.6313755,11.44,27.03,7.100188782,3.23,15.2,11.6831339,5.47,23.27
E02001232,56.24343356,50.62,62.22,18.5058381,12.06,28.21,7.52242755,3.43,16.02,12.0925337,5.67,23.97
E02001233,54.86349797,49.23,60.9,17.99830149,11.7,27.52,7.242223875,3.3,15.48,11.5663394,5.41,23.06
E02001234,58.50142779,52.93,64.37,20.01022327,13.12,30.21,8.318829953,3.81,17.55,12.7083494,5.99,25.02
E02001235,53.79449018,48.15,59.87,16.40094578,10.59,25.34,6.299197813,2.85,13.62,12.7786317,6.02,25.14
E02001236,59.64827972,54.11,65.45,21.01059796,13.84,31.52,8.870968638,4.08,18.59,12.9829522,6.13,25.48
E02001237,57.12897659,51.53,63.07,19.03371639,12.43,28.92,7.793048505,3.56,16.54,12.6249722,5.94,24.88
E02001238,52.39421209,46.75,58.51,16.60421086,10.73,25.62,6.435629136,2.92,13.89,10.9339299,5.1,21.96
E02001239,54.31185435,48.67,60.37,17.3286645,11.23,26.62,6.826318227,3.1,14.66,12.2053692,5.73,24.16
E02001240,51.049293,45.41,57.2,15.22369087,9.78,23.71,5.653294152,2.55,12.32,11.7772806,5.52,23.43
E02001241,62.5350068,57.11,68.14,21.74884028,14.37,32.47,9.329700331,4.3,19.44,14.7174433,7.02,28.34
E02001242,50.13220806,44.5,56.3,14.44676451,9.25,22.61,5.263217938,2.37,11.53,11.1752937,5.22,22.38
E02001243,51.47592867,45.83,57.62,15.69972282,10.11,24.37,5.952116438,2.69,12.92,10.7413347,5,21.62
E02001244,49.1289251,43.51,55.31,14.3284862,9.17,22.44,5.195047356,2.34,11.39,10.2824251,4.77,20.8
E02001245,56.46020495,50.85,62.43,18.54385265,12.08,28.26,7.504349533,3.42,15.99,12.7446794,6,25.08
E02001246,56.64173594,51.03,62.6,19.25919213,12.59,29.22,7.963609738,3.64,16.87,11.4764568,5.37,22.91
E02001247,55.60885751,49.98,61.62,18.38003952,11.97,28.04,7.410914925,3.38,15.8,12.0539102,5.66,23.9
E02001248,58.63854081,53.07,64.5,19.85591586,13.01,30.01,8.207728972,3.76,17.33,13.3241321,6.3,26.05
E02001249,53.87682766,48.23,59.95,17.06120238,11.05,26.25,6.658590959,3.02,14.33,12.3497714,5.8,24.41
E02001250,49.59755641,43.98,55.77,14.61183866,9.36,22.85,5.35882394,2.42,11.72,10.3982082,4.83,21.01
E02001251,50.65334459,45.02,56.81,15.65560983,10.08,24.31,5.906844554,2.67,12.83,9.8132343,4.54,19.96
E02001252,49.26180546,43.64,55.44,14.46752404,9.26,22.64,5.248706281,2.36,11.5,10.6168975,4.94,21.4
E02001253,52.07737417,46.43,58.2,16.37239402,10.57,25.3,6.295867703,2.85,13.61,11.1698687,5.21,22.37
E02001254,54.37838983,48.74,60.43,17.83367633,11.58,27.3,7.141646804,3.25,15.28,11.6506492,5.45,23.21
E02001255,62.72796032,57.31,68.32,23.05237711,15.31,34.14,10.09435375,4.68,20.84,12.9841806,6.13,25.48
E02001256,57.37865299,51.78,63.3,18.79833104,12.26,28.6,7.681263445,3.51,16.33,13.4354715,6.36,26.24
E02001257,55.92354996,50.3,61.92,19.26358144,12.59,29.22,7.934950558,3.63,16.81,10.7934878,5.03,21.71
E02001258,49.51274486,43.89,55.69,14.73023592,9.44,23.01,5.40446837,2.44,11.82,9.9166654,4.59,20.15
E02001259,62.73530221,57.32,68.33,22.02511377,14.57,32.83,9.430008345,4.35,19.63,14.153658,6.73,27.43
E02001260,50.17073871,44.54,56.34,14.91829153,9.57,23.28,5.554587076,2.51,12.12,10.3745364,4.82,20.97
E02001261,56.93149161,51.32,62.88,18.32512206,11.93,27.97,7.365939206,3.36,15.72,13.5238623,6.4,26.39
E02001262,55.5113235,49.88,61.52,17.75383346,11.53,27.19,7.113051731,3.24,15.22,12.5520513,5.91,24.75
E02001263,48.59948165,42.99,54.78,14.14884992,9.05,22.19,5.103218775,2.3,11.2,9.6397577,4.46,19.65
E02001264,53.26659785,47.62,59.36,16.40373335,10.59,25.35,6.370387451,2.89,13.76,11.8621633,5.56,23.58
E02001265,51.9238374,46.28,58.05,16.1550042,10.42,25,6.224943643,2.82,13.47,10.8295777,5.04,21.77
E02001266,56.32435521,50.71,62.3,18.93481,12.36,28.78,7.735610611,3.54,16.43,11.6672536,5.46,23.24
E02001267,53.45716503,47.81,59.54,17.07223749,11.05,26.27,6.67427811,3.03,14.36,11.0597116,5.16,22.18
E02001268,48.68491675,43.08,54.87,14.34278713,9.18,22.46,5.211853735,2.35,11.42,9.1948725,4.24,18.84
E02001269,55.27849192,49.65,61.3,17.79118743,11.55,27.24,7.072275111,3.22,15.14,11.7909905,5.52,23.45
E02001270,51.75273194,46.11,57.89,15.02435105,9.64,23.43,5.604350116,2.53,12.22,10.8604616,5.06,21.83
E02001271,53.64014948,48,59.72,17.25265356,11.18,26.51,6.805108086,3.09,14.62,10.6817181,4.97,21.51
E02001272,49.94487201,44.32,56.11,14.3472173,9.18,22.47,5.246233575,2.36,11.49,9.7657358,4.52,19.88
E02001273,53.54067889,47.9,59.62,16.02961524,10.33,24.83,6.189428974,2.8,13.4,11.0954428,5.18,22.24
E02001274,47.55414812,41.97,53.74,13.79244445,8.81,21.68,4.909434807,2.21,10.8,8.6207424,3.96,17.78
E02001275,59.70970538,54.17,65.51,21.1673654,13.95,31.72,9.009863521,4.15,18.85,12.5270412,5.89,24.71
E02001276,55.19413593,49.56,61.22,18.05307362,11.74,27.6,7.267502625,3.31,15.53,11.2653256,5.26,22.54
E02001277,59.97432545,54.45,65.75,20.80998468,13.69,31.26,8.751716471,4.02,18.36,12.8106528,6.04,25.19
E02001278,49.75711525,44.13,55.93,14.24188411,9.11,22.32,5.192452502,2.34,11.38,10.1536294,4.71,20.57
E02001279,48.06282414,42.47,54.25,13.31234063,8.48,20.99,4.694993812,2.11,10.36,9.2729977,4.28,18.98
E02001280,55.90284511,50.28,61.9,18.89522905,12.33,28.73,7.741964904,3.54,16.44,11.0947694,5.18,22.24
E02001281,47.87505425,42.28,54.06,13.75050753,8.78,21.62,4.901639006,2.2,10.78,8.983772,4.14,18.45
E02001282,53.30654954,47.66,59.4,15.77796551,10.16,24.48,6.025512107,2.73,13.07,11.6443601,5.45,23.2
E02001283,51.7780652,46.14,57.91,15.72786341,10.13,24.41,5.983770907,2.71,12.99,9.9646698,4.62,20.23
E02001284,49.41651293,43.8,55.59,13.84480902,8.84,21.76,4.998728348,2.25,10.98,9.3627102,4.32,19.14
E02001285,49.77201353,44.15,55.94,14.85341573,9.53,23.19,5.512803308,2.49,12.04,8.5654799,3.94,17.68
E02001286,48.33902491,42.74,54.52,14.0305498,8.97,22.02,5.058886298,2.28,11.11,8.5934201,3.95,17.73
E02001287,49.79135001,44.17,55.96,14.58176828,9.34,22.8,5.368262128,2.42,11.74,10.2025354,4.73,20.66
E02001288,50.01853245,44.39,56.19,15.15404436,9.73,23.61,5.682126098,2.57,12.38,9.4426482,4.36,19.29
E02001289,48.83243435,43.22,55.01,14.39218786,9.21,22.53,5.251551536,2.37,11.5,9.4510143,4.37,19.3
E02001290,51.61779986,45.98,57.75,15.98632037,10.3,24.77,6.179272943,2.8,13.38,10.08844,4.68,20.46
E02001291,55.78733269,50.16,61.79,18.48746115,12.04,28.18,7.597451659,3.47,16.16,11.5548737,5.4,23.04
E02001292,50.04661528,44.42,56.21,14.82243177,9.51,23.14,5.4509576,2.46,11.91,10.1023458,4.68,20.48
E02001293,51.14383482,45.5,57.29,15.61199714,10.05,24.25,5.950755296,2.69,12.92,10.4443266,4.85,21.09
E02001294,53.10084892,47.46,59.2,16.21970244,10.46,25.09,6.230572282,2.82,13.48,12.375961,5.82,24.46
E02001295,60.8336706,55.34,66.56,21.76358667,14.38,32.49,9.30578117,4.29,19.4,12.5390928,5.9,24.73
E02001296,66.2437028,61.02,71.55,25.10245445,16.83,36.71,11.17774319,5.21,22.79,14.2253244,6.76,27.54
E02001297,55.14816072,49.52,61.17,17.99109321,11.69,27.52,7.226468711,3.29,15.45,11.7656829,5.51,23.41
E02001298,60.65836076,55.15,66.39,21.26027489,14.01,31.84,9.035905958,4.16,18.89,13.5102935,6.39,26.36
E02001299,52.62421443,46.98,58.73,16.11115477,10.39,24.94,6.189025371,2.8,13.4,11.6554075,5.46,23.22
E02001300,54.22060763,48.58,60.28,17.40679227,11.29,26.72,6.875924661,3.13,14.76,11.9266251,5.59,23.69
E02001301,58.09559824,52.51,63.98,19.37589363,12.67,29.37,7.925852544,3.63,16.8,13.2158691,6.24,25.87
E02001302,55.09383819,49.46,61.12,18.29960003,11.91,27.93,7.46178022,3.4,15.9,11.1601671,5.21,22.36
E02001303,60.76077333,55.26,66.49,21.45376307,14.15,32.09,9.155361179,4.22,19.12,12.9997366,6.13,25.51
E02001304,49.88053271,44.25,56.05,14.78490673,9.48,23.09,5.477198813,2.47,11.96,9.8210159,4.55,19.98
E02001305,49.28435494,43.67,55.46,14.3875821,9.21,22.53,5.243975077,2.36,11.49,10.3440128,4.8,20.91
E02001306,50.04720767,44.42,56.21,15.07992959,9.68,23.5,5.646620639,2.55,12.31,10.4226156,4.84,21.05
E02001307,48.34040401,42.74,54.53,13.37727487,8.53,21.09,4.722385512,2.12,10.41,10.3336992,4.8,20.9
E02001308,51.66344942,46.02,57.8,16.00070763,10.31,24.79,6.105147409,2.76,13.23,10.6226485,4.94,21.41
E02001309,52.39740231,46.75,58.51,15.96394574,10.29,24.74,6.068486883,2.75,13.16,11.5704468,5.41,23.07
E02001310,57.1711665,51.57,63.11,18.70566975,12.2,28.48,7.630145594,3.48,16.23,13.2801379,6.28,25.98
E02001311,53.79976987,48.16,59.87,17.10888105,11.08,26.32,6.72020866,3.05,14.45,11.6319823,5.44,23.18
E02001312,55.36320878,49.73,61.38,17.41330737,11.29,26.73,6.898683348,3.14,14.8,13.4240165,6.35,26.22
E02001313,57.82719497,52.24,63.73,19.7166981,12.91,29.82,8.204927806,3.76,17.33,12.0589019,5.66,23.91
E02001314,51.95263817,46.31,58.08,15.62811495,10.06,24.27,5.982428131,2.71,12.98,11.3261595,5.29,22.65
E02001315,50.63629046,45,56.79,15.25953601,9.8,23.76,5.724084128,2.59,12.46,10.1912467,4.73,20.64
E02001316,55.76578182,50.14,61.77,17.50539033,11.35,26.86,6.888911826,3.13,14.79,13.6563611,6.47,26.61
E02001317,54.85237971,49.22,60.89,17.87865492,11.62,27.36,7.214718164,3.29,15.42,11.3171727,5.29,22.63
E02001318,53.45860229,47.81,59.54,17.26132443,11.18,26.52,6.873837468,3.13,14.76,10.6734686,4.97,21.5
E02001319,56.35159377,50.73,62.33,18.49747939,12.05,28.2,7.488312131,3.42,15.95,12.6638898,5.96,24.94
E02001320,53.99272011,48.35,60.06,17.34363199,11.24,26.64,6.860506636,3.12,14.73,11.3640886,5.31,22.71
E02001321,51.17246312,45.53,57.32,15.29221816,9.83,23.8,5.76136633,2.6,12.54,10.9398086,5.1,21.97
E02001322,50.08710256,44.46,56.25,15.20884354,9.77,23.69,5.661192079,2.56,12.34,10.3177062,4.79,20.87
E02001323,53.07322716,47.43,59.17,16.74914884,10.83,25.82,6.571032078,2.98,14.16,10.670307,4.96,21.49
E02001324,54.95375678,49.32,60.99,17.68546871,11.48,27.1,7.063247362,3.22,15.13,11.8392998,5.55,23.54
E02001325,49.25519846,43.64,55.43,14.52592056,9.3,22.72,5.328857456,2.4,11.66,9.6460651,4.46,19.66
E02001326,50.40274592,44.77,56.56,15.19422439,9.76,23.67,5.705309836,2.58,12.43,9.8637886,4.57,20.05
E02001327,61.03368486,55.54,66.74,22.30879199,14.77,33.19,9.567779937,4.42,19.88,12.8112811,6.04,25.19
E02001328,51.39993461,45.76,57.54,15.39058113,9.89,23.94,5.78270315,2.61,12.58,11.920384,5.59,23.68
E02001329,59.50360445,53.96,65.31,21.38977469,14.11,32.01,9.021457985,4.15,18.87,12.6681955,5.97,24.95
E02001330,55.83846023,50.21,61.84,18.67823313,12.18,28.44,7.539163685,3.44,16.05,12.6103611,5.94,24.85
E02001331,56.81901176,51.21,62.77,19.79334375,12.97,29.92,8.178741602,3.75,17.28,11.979556,5.62,23.78
E02001332,60.87080886,55.37,66.59,22.12808057,14.64,32.96,9.534773537,4.4,19.82,12.5319368,5.9,24.72
E02001333,58.24621166,52.67,64.13,20.19159525,13.25,30.45,8.414547888,3.86,17.73,12.5132433,5.89,24.69
E02001334,64.29067376,58.95,69.76,24.75596306,16.57,36.28,10.94254669,5.1,22.37,13.0425681,6.16,25.58
E02001335,51.79306332,46.15,57.93,15.75910193,10.15,24.45,6.001147659,2.71,13.02,11.5940998,5.42,23.11
E02001336,62.18689964,56.74,67.82,23.28662389,15.49,34.44,10.10865877,4.69,20.87,12.9933279,6.13,25.5
E02001337,55.30395495,49.67,61.32,18.37109583,11.96,28.03,7.452313843,3.4,15.88,12.3312243,5.79,24.38
E02001338,55.14619289,49.51,61.17,18.41680465,11.99,28.09,7.414659157,3.38,15.81,11.9127308,5.58,23.66
E02001339,57.02414679,51.42,62.97,19.56015658,12.8,29.61,8.130146355,3.72,17.19,12.1266602,5.69,24.03
E02001340,49.28360569,43.67,55.46,14.29529063,9.15,22.4,5.171819719,2.33,11.34,10.8587472,5.06,21.83
E02001341,56.72373041,51.11,62.68,19.57010233,12.81,29.63,8.041479865,3.68,17.02,12.1292199,5.69,24.03
E02001342,48.04596827,42.45,54.23,14.05227425,8.98,22.05,5.025238553,2.26,11.04,10.031253,4.65,20.35
E02001343,48.57712902,42.97,54.76,14.10729395,9.02,22.13,5.076544899,2.28,11.14,10.1767215,4.72,20.61
E02001344,53.74144227,48.1,59.82,17.58741147,11.41,26.97,7.001363067,3.19,15.01,11.2268105,5.24,22.47
E02001345,48.81349459,43.2,55,14.12443341,9.03,22.15,5.076079135,2.28,11.14,10.7358737,5,21.61
E02001346,57.43413977,51.84,63.36,19.94066054,13.07,30.12,8.247844588,3.78,17.41,12.2024658,5.73,24.16
E02001347,56.08972883,50.47,62.08,18.60980198,12.13,28.35,7.553090648,3.45,16.08,12.2773631,5.77,24.29
E02001348,52.76655291,47.12,58.87,16.10206157,10.38,24.93,6.111249949,2.77,13.24,12.4234276,5.84,24.54
E02001349,52.33083276,46.69,58.45,15.80669671,10.18,24.52,5.973773507,2.7,12.97,12.0901859,5.67,23.97
E02001350,58.24301801,52.67,64.12,20.59055284,13.53,30.97,8.6009363,3.95,18.08,11.8315815,5.54,23.52
E02001351,60.58122773,55.07,66.32,21.71363634,14.34,32.43,9.174782839,4.23,19.15,13.0712236,6.17,25.63
E02001352,60.18642176,54.67,65.95,20.76541668,13.66,31.2,8.618303145,3.96,18.11,14.5334909,6.92,28.04
E02001353,50.85309502,45.22,57.01,15.0773021,9.68,23.5,5.627752677,2.54,12.27,11.3793315,5.32,22.74
E02001354,59.22722486,53.68,65.05,21.00249473,13.83,31.51,8.847375092,4.07,18.54,12.5217455,5.89,24.7
E02001355,56.39067823,50.77,62.36,18.91556453,12.34,28.76,7.631186812,3.49,16.23,12.3617687,5.81,24.43
E02001356,64.98572971,59.68,70.4,24.07896175,16.07,35.43,10.52198398,4.89,21.62,13.8255111,6.56,26.89
E02001357,61.30920556,55.83,67,22.75991496,15.1,33.77,9.835476764,4.55,20.37,12.2532781,5.76,24.25
E02001358,57.95893743,52.37,63.85,19.56607615,12.8,29.62,7.984759232,3.65,16.91,13.3659894,6.32,26.12
E02001359,51.62028042,45.98,57.76,16.129973,10.4,24.97,6.19812036,2.81,13.42,10.6654968,4.96,21.48
E02001360,62.41807896,56.99,68.03,23.27826485,15.48,34.43,9.972120718,4.62,20.62,13.0390749,6.15,25.58
E02001361,56.9967332,51.39,62.94,19.78882856,12.96,29.92,8.182214003,3.75,17.29,11.8194298,5.54,23.5
E02001362,53.3307722,47.69,59.42,17.71175495,11.5,27.14,7.038063026,3.2,15.08,10.7195627,4.99,21.58
E02001363,60.55410654,55.05,66.3,21.84732964,14.44,32.6,9.27662573,4.28,19.34,12.7216026,5.99,25.04
E02001364,62.32679008,56.89,67.95,22.78255601,15.12,33.8,9.74364855,4.51,20.2,13.6761051,6.48,26.64
E02001365,58.12542962,52.54,64.01,19.09973603,12.47,29,7.721523946,3.53,16.4,14.3508259,6.83,27.75
E02001366,55.8714725,50.25,61.87,18.10230866,11.77,27.67,7.194404333,3.28,15.38,12.9401113,6.1,25.41
E02001367,50.08140712,44.45,56.25,15.05365209,9.66,23.47,5.586790079,2.52,12.19,10.2841467,4.77,20.81
E02001368,64.72913763,59.41,70.16,25.40528858,17.05,37.08,11.23953124,5.24,22.9,12.2283659,5.74,24.2
E02001369,64.36971438,59.03,69.83,24.4348223,16.33,35.88,10.69402987,4.97,21.92,13.9081743,6.6,27.02
E02001370,65.2350918,59.95,70.63,25.290347,16.97,36.94,11.1547639,5.2,22.75,13.0048244,6.14,25.52
E02001371,59.55479189,54.01,65.36,20.99353973,13.82,31.5,8.847621328,4.07,18.54,12.5797592,5.92,24.8
E02001372,54.53583632,48.9,60.58,18.20329167,11.84,27.8,7.266448343,3.31,15.52,11.2079815,5.23,22.44
E02001373,56.26103229,50.64,62.24,18.41837368,11.99,28.09,7.380403636,3.37,15.74,12.9079192,6.09,25.36
E02001374,62.49250376,57.06,68.1,21.72631958,14.35,32.45,9.119374891,4.2,19.05,16.2212488,7.81,30.74
E02001375,54.64179332,49,60.69,18.10849819,11.78,27.67,7.210749632,3.29,15.41,11.4857016,5.37,22.92
E02001376,63.7404998,58.37,69.25,22.32145869,14.78,33.21,9.570792458,4.42,19.88,16.6345539,8.03,31.38
E02001377,72.77576867,68.07,77.4,27.77777764,18.84,39.96,12.7591189,6.01,25.54,24.849615,12.63,43.11
E02001378,55.81041747,50.19,61.81,18.65991955,12.16,28.42,7.505689439,3.43,15.99,11.8646044,5.56,23.58
E02001380,49.58448159,43.96,55.76,14.59021032,9.35,22.81,5.339087621,2.41,11.68,10.2553645,4.76,20.76
E02001381,61.88253836,56.43,67.54,21.30635815,14.05,31.9,8.908939166,4.1,18.66,15.9813371,7.68,30.36
E02001382,49.18717235,43.57,55.36,14.08550002,9.01,22.1,5.082988748,2.29,11.16,10.4945784,4.88,21.18
E02001383,72.9413746,68.26,77.55,28.82701502,19.65,41.2,13.27426943,6.27,26.41,21.0195057,10.43,37.89
E02001384,68.00228835,62.9,73.14,24.21209047,16.17,35.6,10.6004503,4.93,21.76,23.2182469,11.68,40.94
E02001385,68.81763317,63.77,73.88,25.83639399,17.38,37.61,11.50792436,5.38,23.37,15.9935949,7.69,30.38
E02001386,59.45473688,53.91,65.27,22.13695537,14.65,32.97,9.473439097,4.37,19.71,10.914199,5.09,21.92
E02001387,49.54110847,43.92,55.71,14.63142926,9.38,22.87,5.338676141,2.41,11.68,10.0928042,4.68,20.46
E02001388,61.01675644,55.53,66.73,20.53913069,13.5,30.9,8.526222001,3.91,17.94,17.0852914,8.27,32.08
E02001389,65.30188087,60.02,70.69,23.97273225,15.99,35.3,10.09172827,4.68,20.84,15.7203126,7.54,29.95
E02001390,65.90124711,60.66,71.24,25.29817972,16.97,36.95,11.21719233,5.23,22.86,13.5516266,6.42,26.43
E02001391,58.55619791,52.99,64.42,21.18143034,13.96,31.74,9.022365623,4.15,18.87,11.3194891,5.29,22.63
E02001392,47.13494434,41.56,53.33,13.80356048,8.81,21.7,4.870893081,2.19,10.72,8.2488441,3.78,17.09
E02001393,48.36901432,42.77,54.55,14.5031296,9.29,22.69,5.275769437,2.38,11.55,9.8034577,4.54,19.94
E02001394,60.91269277,55.42,66.63,21.30908872,14.05,31.91,8.879223602,4.09,18.6,15.7015545,7.53,29.92
E02001395,49.80946081,44.18,55.98,14.49345259,9.28,22.68,5.264514701,2.37,11.53,10.0322198,4.65,20.36
E02001396,59.09384434,53.54,64.93,20.26148215,13.3,30.54,8.215090877,3.76,17.35,13.7245429,6.5,26.72
E02001397,52.94549439,47.3,59.05,17.43551549,11.31,26.76,6.815508693,3.1,14.64,9.6803445,4.48,19.72
E02001398,57.10524029,51.5,63.04,19.03595801,12.43,28.92,7.647603391,3.49,16.26,12.9919984,6.13,25.5
E02001399,49.34267483,43.72,55.52,14.59146142,9.35,22.82,5.355398003,2.41,11.72,9.8913014,4.58,20.1
E02001400,54.12165076,48.48,60.19,17.85843973,11.6,27.34,7.123413183,3.24,15.24,10.8313034,5.04,21.78
E02001401,50.55038953,44.92,56.71,15.23859998,9.79,23.73,5.63981421,2.55,12.29,10.5413996,4.9,21.26
E02001402,50.97164048,45.33,57.12,15.23260727,9.79,23.72,5.684089452,2.57,12.38,10.1847584,4.72,20.63
E02001403,59.51330404,53.97,65.32,20.40489126,13.4,30.73,8.371414159,3.84,17.65,13.7915446,6.54,26.83
E02001404,60.6126377,55.11,66.35,21.81191238,14.41,32.56,9.219434321,4.25,19.24,12.8985889,6.08,25.34
E02001405,63.32688655,57.94,68.87,23.81861116,15.88,35.11,10.33727738,4.8,21.28,13.1256696,6.2,25.72
E02001406,47.55655908,41.97,53.75,14.23350997,9.11,22.31,5.131517383,2.31,11.26,8.1965241,3.76,16.99
E02001407,47.95878617,42.37,54.15,14.45224507,9.25,22.62,5.280454377,2.38,11.56,8.3520031,3.83,17.28
E02001408,49.23323066,43.62,55.41,14.6453785,9.39,22.89,5.394164778,2.43,11.79,9.8062996,4.54,19.95
E02001409,53.69307378,48.05,59.77,17.45171033,11.32,26.78,6.981688831,3.18,14.97,10.6687855,4.96,21.49
E02001410,54.77663748,49.14,60.82,17.97130827,11.68,27.49,7.268248342,3.31,15.53,11.1357174,5.2,22.31
E02001411,51.79110909,46.15,57.92,16.09804786,10.38,24.92,6.191842559,2.8,13.4,10.6277973,4.94,21.42
E02001412,52.54376959,46.9,58.66,16.4954082,10.65,25.47,6.420290378,2.91,13.86,10.7450767,5,21.63
E02001413,52.15000829,46.51,58.27,16.56693087,10.7,25.57,6.483961082,2.94,13.99,10.5305512,4.9,21.25
E02001414,46.57071021,41.01,52.76,13.21610965,8.42,20.86,4.594329114,2.06,10.15,8.2171259,3.77,17.03
E02001415,56.75740809,51.15,62.71,18.52319034,12.07,28.23,7.579581047,3.46,16.13,12.4270986,5.84,24.54
E02001416,59.97733086,54.45,65.76,21.06761849,13.88,31.59,8.922533905,4.11,18.68,13.1984741,6.24,25.84
E02001417,59.11063489,53.56,64.94,20.36806609,13.37,30.68,8.434934762,3.87,17.77,13.2991378,6.29,26.01
E02001418,57.21931592,51.62,63.15,19.13686564,12.5,29.05,7.814121107,3.57,16.58,12.4378801,5.85,24.56
E02001419,59.47423415,53.93,65.28,20.69536563,13.61,31.11,8.626721073,3.96,18.13,13.1447274,6.21,25.75
E02001420,56.23990572,50.62,62.22,18.26259367,11.88,27.88,7.444758785,3.4,15.87,11.9986692,5.63,23.81
E02001421,53.81811452,48.17,59.89,16.94556022,10.97,26.09,6.626156635,3.01,14.27,11.9886616,5.62,23.79
